Year,图书馆_Mean_Cosine_Similarity,米饭_Mean_Cosine_Similarity,衣服_Mean_Cosine_Similarity,运输_Mean_Cosine_Similarity,图书馆_Semantic_Breadth,米饭_Semantic_Breadth,衣服_Semantic_Breadth,运输_Semantic_Breadth
1999,0.65688246,0.71229744,0.7294271,0.69630563,1.522342357203866,1.403907896392814,1.3709389205014384,1.4361509561233583
2000,0.65228516,0.7410752,0.70619637,0.66880155,1.5330718271957793,1.349390690828146,1.41603673663651,1.4952118544523534
2001,0.6643238,0.7294853,0.72524554,0.68601954,1.5052900254667712,1.3708295924773906,1.3788433726582583,1.4576844272443508
2002,0.6817513,0.71012604,0.73254985,0.6693701,1.466810527711888,1.408200714155135,1.365094819451712,1.493941808701509
2003,0.6812266,0.7165327,0.71814454,0.6657803,1.467940305987723,1.395609704807018,1.3924773493986704,1.501996966859267
2004,0.58043796,0.6643166,0.6223591,0.63712084,1.7228370160892237,1.5053063676681189,1.6067893999044005,1.56956095706342
2005,0.6851951,0.687043,0.7194959,0.6609204,1.4594383657284409,1.4555129500118378,1.3898619997551185,1.5130415522378151
2006,0.66016155,0.7133234,0.7073507,0.6732808,1.5147807270944167,1.4018886523517158,1.413725950347065,1.485264448828974
2007,0.65069294,0.6896737,0.6940564,0.64242935,1.536823190937724,1.449961000984806,1.4408051160332571,1.5565913935716025
2008,0.6749698,0.6730802,0.69184387,0.6757526,1.4815477837824664,1.4857070393818432,1.4454128268850734,1.479831567575444
2009,0.6390234,0.6744488,0.71358716,0.67033106,1.5648878643608444,1.4826922629947772,1.4013704971414147,1.4918001840429318
2010,0.633943,0.6482184,0.6686682,0.67446685,1.577428832568197,1.542689948783022,1.495510006738043,1.4826525609252157
2011,0.66626966,0.70241433,0.6819784,0.6552429,1.5008937972741463,1.423661152472681,1.4663220908013748,1.5261515532578829
2012,0.6814283,0.676091,0.7293614,0.65213877,1.4675057970849694,1.479090798890057,1.371062383556812,1.5334159638638734
2013,0.6933489,0.68765527,0.712083,0.6868324,1.4422753425241637,1.4542170233860086,1.4043307103091462,1.455959211103644
2014,0.6597211,0.7031713,0.69849557,0.7007666,1.5157921061469064,1.4221285507300554,1.4316483131266473,1.4270086033638252
2015,0.6500234,0.73428214,0.7044461,0.67997116,1.538406153985532,1.3618743409682923,1.4195550690925287,1.4706506114161937
2016,0.67883074,0.7160024,0.72256416,0.68241847,1.4731212611589013,1.3966433540586425,1.383960143912844,1.465376525384306
2017,0.6601488,0.6870387,0.71763724,0.67245334,1.5148099956850547,1.4555220417613282,1.393461686526237,1.4870920177860192
2018,0.6649132,0.6715845,0.7117368,0.68229365,1.503955755207885,1.4890159308541748,1.405013766897508,1.4656445870302302
2019,0.6274309,0.6654505,0.6409874,0.6252065,1.5938009663950483,1.502741345778598,1.5600930780629765,1.5994716101019484
2020,0.606387,0.69470304,0.68995154,0.6317811,1.6491118187020652,1.4394639706643817,1.449377156824615,1.5828267070005382
2021,0.6403745,0.6961562,0.69044286,0.6280844,1.5615862727378582,1.4364592236884206,1.4483457759513814,1.5921426583970328
2022,0.66325223,0.70836943,0.6897687,0.6826525,1.5077220219480951,1.4116927582869303,1.449761406408594,1.464874205972789
2023,0.65381235,0.6678213,0.6981985,0.6795592,1.5294908420897844,1.497406593359515,1.4322574509594517,1.4715422032115992
