Year,图书馆_Mean_Cosine_Similarity,米饭_Mean_Cosine_Similarity,衣服_Mean_Cosine_Similarity,运输_Mean_Cosine_Similarity,图书馆_Semantic_Breadth,米饭_Semantic_Breadth,衣服_Semantic_Breadth,运输_Semantic_Breadth
2001,0.7238879,0.7294853,0.71983397,0.6776642,1.381429323306785,1.3708295924773906,1.389209236545081,1.4756570732160827
2002,0.6760006,0.71012604,0.7323278,0.72014165,1.479288638588789,1.408200714155135,1.365508689185509,1.3886156994901164
2003,0.66745555,0.7165327,0.70886666,0.6645031,1.498227101406799,1.395609704807018,1.4107025514325506,1.5048838804676354
2004,0.598933,0.6643166,0.6569155,0.6291785,1.6696358873248631,1.5053063676681189,1.522265834078336,1.5893740199760058
2005,0.6830668,0.687043,0.70171404,0.6885062,1.4639856913973253,1.4555129500118378,1.425081934573298,1.4524197753362265
2006,0.6815888,0.7133234,0.7209159,0.6620464,1.467160197016868,1.4018886523517158,1.3871243249875445,1.51046821030683
2007,0.6496947,0.6896737,0.702419,0.67056894,1.539184526188277,1.449961000984806,1.4236517295614162,1.4912709728113434
2008,0.6586305,0.6730802,0.69598097,0.69303817,1.5183020141382984,1.4857070393818432,1.4368209027558738,1.4429219770004105
2009,0.6583768,0.6744488,0.7249978,0.6488576,1.5188870269325794,1.4826922629947772,1.3793144951944123,1.5411702197239323
2010,0.642561,0.6482184,0.7028365,0.64813423,1.5562724336839546,1.542689948783022,1.4228059879711388,1.5428902707108991
2011,0.6595121,0.70241433,0.7093082,0.67077696,1.5162724020556402,1.423661152472681,1.4098243754714723,1.4908085023951974
2012,0.67503464,0.6786964,0.69928366,0.6636524,1.4814054530771283,1.4734128675053808,1.4300348456230902,1.50681285835405
2013,0.6590922,0.69259286,0.7070427,0.6769043,1.517238435512816,1.44384971144032,1.41434174818044,1.4773136607267865
2014,0.6794569,0.7129212,0.7064477,0.68975836,1.4717637207939545,1.4026795625354855,1.4155329133953405,1.44978307974482
2015,0.6743479,0.73428214,0.70490396,0.6746341,1.4829141358072704,1.3618743409682923,1.4186329718967663,1.4822849919273626
2016,0.65281403,0.6902023,0.69809824,0.69709194,1.5318298214400825,1.4488505849862945,1.432463139757918,1.4345310092240773
2017,0.6974027,0.6819216,0.7016421,0.6860245,1.433891749361308,1.4664442336190315,1.4252280552152592,1.4576739153232423
2018,0.6409069,0.6781223,0.7119857,0.68104196,1.5602890938433405,1.474660288420396,1.4045225764658391,1.468338317876756
2019,0.6562932,0.6794871,0.6542173,0.64419353,1.523709189173185,1.471698265476317,1.528544102580689,1.5523285368476432
2020,0.6166177,0.7046721,0.7061007,0.64149505,1.6217504510335687,1.4190997523691395,1.4162285871729514,1.5588584846589095
2021,0.65906626,0.69161284,0.68866336,0.6843136,1.517298124487386,1.44589565519853,1.452088281537918,1.4613183296014756
2022,0.64621216,0.70836943,0.6838279,0.65291023,1.5474793898820298,1.4116927582869303,1.4623562939869228,1.531604116700213
2023,0.66284525,0.6600728,0.68373495,0.68180054,1.5086477485495964,1.5149843997535168,1.462555036892927,1.4667046079913697
