Year,图书馆_Mean_Cosine_Similarity,米饭_Mean_Cosine_Similarity,衣服_Mean_Cosine_Similarity,运输_Mean_Cosine_Similarity,图书馆_Semantic_Breadth,米饭_Semantic_Breadth,衣服_Semantic_Breadth,运输_Semantic_Breadth
1993,0.6757949,0.71384144,0.7345157,0.69833916,1.4797388982865256,1.400871322895806,1.3614412378544445,1.4319689503078092
1994,0.67189884,0.75098616,0.7449506,0.7073279,1.488319279186189,1.3315824642284186,1.3423709035791322,1.4137714583635468
1995,0.64431095,0.7402836,0.7538612,0.6599438,1.552045635863347,1.350833638086239,1.3265041558570527,1.5152804998545883
1996,0.64482075,0.66630733,0.7418618,0.685685,1.5508185807803203,1.500808943228341,1.3479599202209542,1.4583956637257762
1997,0.6639781,0.66378456,0.74112165,0.6852323,1.5060737700032245,1.5065128882552143,1.3493061501414112,1.4593591497778848
1998,0.64669275,0.7148383,0.6846596,0.67531353,1.546329374515655,1.398917718398495,1.4605798262718512,1.4807936641170372
1999,0.66915226,0.71229744,0.7407811,0.66862506,1.4944281892719662,1.403907896392814,1.349926397492164,1.495606528523266
2000,0.69475603,0.7410752,0.73643976,0.6749786,1.439354183810807,1.349390690828146,1.3578843079982217,1.4815284210132191
2001,0.67289233,0.7294853,0.72372866,0.69811565,1.4861218538681895,1.3708295924773906,1.3817333204196425,1.4324274273577735
2002,0.70532763,0.71012604,0.72879875,0.663718,1.417780840286936,1.408200714155135,1.3721209099636271,1.5066640084631453
2003,0.6477006,0.7165327,0.71041507,0.67492163,1.5439232077189091,1.395609704807018,1.407627806420234,1.481653502961061
2004,0.6096097,0.6643166,0.63626283,0.62355095,1.6403937833034177,1.5053063676681189,1.5716775308090076,1.6037181847371238
2005,0.6806385,0.687043,0.71113855,0.6642254,1.4692087085815588,1.4555129500118378,1.4061957476054874,1.505513039341061
2006,0.66329074,0.7133234,0.72856206,0.6634014,1.50763449738196,1.4018886523517158,1.372566674817804,1.5073829547074855
2007,0.65012866,0.6896737,0.6956783,0.649941,1.5381570718971218,1.449961000984806,1.4374460279251804,1.538601131802321
2008,0.6719853,0.6730802,0.68652993,0.678554,1.4881277284466627,1.4857070393818432,1.4566007247226769,1.4737220652362866
2009,0.6622521,0.6744488,0.6921526,0.6632457,1.5099989226646957,1.4826922629947772,1.444768064190726,1.5077369265245408
2010,0.64388096,0.6482184,0.7042318,0.6756664,1.5530821020631278,1.542689948783022,1.4199870013234817,1.480020335572228
2011,0.6811856,0.70241433,0.7040632,0.65572333,1.4680286773351785,1.423661152472681,1.4203270850018033,1.5250334235900551
2012,0.6779531,0.6924713,0.66706896,0.6854982,1.4750282350371886,1.4441031178092196,1.4990953897401256,1.4587930822952344
2013,0.66022885,0.68874246,0.6987036,0.6837387,1.5146263334850618,1.4519215233409153,1.4312220783274547,1.4625470045414477
2014,0.64304346,0.70575774,0.69885075,0.68263453,1.555104848422099,1.4169168077766,1.4309206918344668,1.4649127057908666
2015,0.6771588,0.73428214,0.7394703,0.6820492,1.4767585386959536,1.3618743409682923,1.3523193505726507,1.4661698573096107
2016,0.65424436,0.7011213,0.7015267,0.6694496,1.5284808797493603,1.4262867806927615,1.425462491923092,1.4937643686271318
2017,0.68730533,0.7043978,0.70160055,0.7095379,1.454957432397861,1.4196523660765583,1.4253124483896904,1.4093679380776545
2018,0.6391113,0.6664407,0.69534683,0.6780236,1.5646727426083524,1.500508540365727,1.4381312369363783,1.4748749664625644
2019,0.6462076,0.67889446,0.6550872,0.62642765,1.5474903805391915,1.4729830019581285,1.5265143956997924,1.596353544226521
2020,0.59649456,0.69814324,0.6937371,0.6280928,1.6764612364424425,1.432370804839109,1.441468266497992,1.5921213545829815
2021,0.63320553,0.6901888,0.7189768,0.64111465,1.579266048448024,1.4488788626952565,1.3908654716226725,1.5597834125858965
2022,0.63619345,0.70836943,0.6620689,0.65687674,1.5718489294335392,1.4116927582869303,1.510416808272984,1.52235561831097
2023,0.6555419,0.66217786,0.6925929,0.6653109,1.5254555122271274,1.5101682784852353,1.443849587182409,1.5030566476722722
